player_id,name,active,start_points
1,Pht,True,-4.5
3,Morösch,True,-153.5
4,Aimsi,True,112.0
5,Julezzz,True,60.0
6,Schmopfel,True,27.0
7,Vicly,True,-25.5
8,Lyonwas,True,25.5
10,Julia,True,-34.0
11,Joni,False,-4.5
12,Aleks,True,26.5
13,Annabelle,True,6.0
14,Gästli,False,-39.5
15,Testli,False,0.0
16,Benny,True,0.0
17,Wibke,False,0.0
18,WiK,False,0.0
19,0xMoritz,False,0.0
20,Joni :),False,0.0
